Neighborhood,Latitude,Longitude,VenueName,VenueLatitude,VenueLongitude,VenueCategory
Centrum,52.375950000000046,4.89915000000002,Omelegg - City Centre,52.37606,4.899802,Breakfast Spot
Centrum,52.375950000000046,4.89915000000002,De Koffieschenkerij,52.37404292238903,4.898427170724094,Coffee Shop
Centrum,52.375950000000046,4.89915000000002,Vermeer,52.376668800320914,4.90045354006153,French Restaurant
Centrum,52.375950000000046,4.89915000000002,Brouwerij de Prael,52.37559118730921,4.899345955369931,Brewery
Centrum,52.375950000000046,4.89915000000002,Cannibale Royale,52.37503133828516,4.898690115430672,Burger Joint
Centrum,52.375950000000046,4.89915000000002,Het Elfde Gebod,52.37624700402115,4.900248022521115,Pub
Centrum,52.375950000000046,4.89915000000002,Basiliek van de Heilige Nicolaas (Nicolaaskerk),52.37666867672014,4.900950224095353,Church
Centrum,52.375950000000046,4.89915000000002,420 Café,52.37595263871259,4.895925214375675,Marijuana Dispensary
Centrum,52.375950000000046,4.89915000000002,Museum Ons' Lieve Heer op Solder,52.375144,4.899414,Museum
Centrum,52.375950000000046,4.89915000000002,Amsterdams Kaashuis,52.37705867488253,4.896949471390819,Cheese Shop
Centrum,52.375950000000046,4.89915000000002,Red Light Radio,52.37462597115612,4.8978403747170765,Music Venue
Centrum,52.375950000000046,4.89915000000002,Café 't Mandje,52.374843562035146,4.9008776663156235,Gay Bar
Centrum,52.375950000000046,4.89915000000002,In de Olofspoort,52.37635244040225,4.899781013200405,Bar
Centrum,52.375950000000046,4.89915000000002,art'otel,52.37764,4.89716,Hotel
Centrum,52.375950000000046,4.89915000000002,Tony’s Chocolonely Super Store,52.375589333001614,4.8968016252617526,Chocolate Shop
Centrum,52.375950000000046,4.89915000000002,Mauro Mansion,52.37589828780379,4.90231512602246,Hotel
Centrum,52.375950000000046,4.89915000000002,Quartier Putain,52.3744749435854,4.898771673778137,Coffee Shop
Centrum,52.375950000000046,4.89915000000002,De Bakkerswinkel,52.37504681641035,4.897911074446082,Bakery
Centrum,52.375950000000046,4.89915000000002,Café ZILT,52.37523375502399,4.90106246684449,Whisky Bar
Centrum,52.375950000000046,4.89915000000002,Kokopelli,52.37613614730788,4.899214286630794,Smoke Shop
Noord,52.38150092518048,4.916137875513465,Kop van Java-eiland,52.379522361919264,4.918753164232417,Scenic Lookout
Noord,52.38150092518048,4.916137875513465,Jumbo Foodmarkt,52.383126005939026,4.919943909081107,Supermarket
Noord,52.38150092518048,4.916137875513465,Restaurant Stork,52.38217574223757,4.920325240631022,Seafood Restaurant
Noord,52.38150092518048,4.916137875513465,Oedipus Taproom,52.38379167949522,4.920987152826776,Brewery
Noord,52.38150092518048,4.916137875513465,The Beef Chief,52.383787,4.921126,Burger Joint
Noord,52.38150092518048,4.916137875513465,Muziekgebouw,52.37820672335676,4.912884838775337,Concert Hall
Noord,52.38150092518048,4.916137875513465,Bimhuis,52.37792328068903,4.912909474308025,Jazz Club
Noord,52.38150092518048,4.916137875513465,Ipo's Coffee Gallery,52.377475251588365,4.915909929896111,Coffee Shop
Noord,52.38150092518048,4.916137875513465,Changing Life,52.38323485411058,4.921401291194865,Gymnastics Gym
Noord,52.38150092518048,4.916137875513465,Hotel Jakarta,52.37932886407255,4.922324526236797,Hotel
Noord,52.38150092518048,4.916137875513465,Café Jakarta,52.379191,4.922455,Café
Noord,52.38150092518048,4.916137875513465,Mövenpick Hotel Amsterdam City Centre,52.37801,4.91364,Hotel
Noord,52.38150092518048,4.916137875513465,Zouthaven,52.37830655632949,4.912592286515876,Bar
Noord,52.38150092518048,4.916137875513465,Malabar,52.37927,4.922035,Cocktail Bar
Noord,52.38150092518048,4.916137875513465,Affordable Art Fair,52.3826674942854,4.920740608744165,Art Gallery
Noord,52.38150092518048,4.916137875513465,Mövenpick Hotel - Executive Lounge,52.37768025412697,4.9141586409394185,Lounge
Noord,52.38150092518048,4.916137875513465,Mt. Everest,52.38387567302666,4.913121850381811,Asian Restaurant
Noord,52.38150092518048,4.916137875513465,Summer Terrace,52.37761506303772,4.914003696236647,Hotel Bar
Noord,52.38150092518048,4.916137875513465,Mok Coffee & More,52.38395,4.922254,Café
Noord,52.38150092518048,4.916137875513465,Bakkerij Westers,52.37936817067564,4.922428333794131,Bakery
Nieuw-West,52.37241593355806,4.900627489953397,Rosalia's Menagerie,52.3716780431221,4.899174389497594,Cocktail Bar
Nieuw-West,52.37241593355806,4.900627489953397,OCHA,52.37402436900276,4.901682513396316,Thai Restaurant
Nieuw-West,52.37241593355806,4.900627489953397,Black Gold,52.37178743505324,4.9030559201106465,Coffee Shop
Nieuw-West,52.37241593355806,4.900627489953397,De Koffieschenkerij,52.37404292238903,4.898427170724094,Coffee Shop
Nieuw-West,52.37241593355806,4.900627489953397,Latei,52.37329242076871,4.9002793390171755,Café
Nieuw-West,52.37241593355806,4.900627489953397,Nieuwmarkt,52.372566530453255,4.900320768356323,Plaza
Nieuw-West,52.37241593355806,4.900627489953397,YoYo! Fresh Tea Bar,52.37406451609463,4.900333527297094,Tea Room
Nieuw-West,52.37241593355806,4.900627489953397,Eetcafé Bern,52.37257527386424,4.900644567966395,Swiss Restaurant
Nieuw-West,52.37241593355806,4.900627489953397,Café Fonteyn,52.37241434863293,4.900444227866877,Bar
Nieuw-West,52.37241593355806,4.900627489953397,Betty Blue,52.37053996432705,4.900735701584718,Dessert Shop
Nieuw-West,52.37241593355806,4.900627489953397,Slagerij Vet,52.3740108992678,4.900318697094399,Butcher
Nieuw-West,52.37241593355806,4.900627489953397,New King,52.373592111315155,4.9002842900895525,Chinese Restaurant
Nieuw-West,52.37241593355806,4.900627489953397,De Engelbewaarder,52.370231,4.898451,Bar
Nieuw-West,52.37241593355806,4.900627489953397,Oude Kerk,52.37398613713769,4.898083192715116,Church
Nieuw-West,52.37241593355806,4.900627489953397,Vincent Kaas & Vlees,52.37292886039606,4.900333141590537,Deli / Bodega
Nieuw-West,52.37241593355806,4.900627489953397,Toko Dun Yong,52.374323203331144,4.900986250361616,Grocery Store
Nieuw-West,52.37241593355806,4.900627489953397,Quartier Putain,52.3744749435854,4.898771673778137,Coffee Shop
Nieuw-West,52.37241593355806,4.900627489953397,misc eatdrinksleep,52.37172,4.899032,Hotel
Nieuw-West,52.37241593355806,4.900627489953397,Café 't Mandje,52.374843562035146,4.9008776663156235,Gay Bar
Nieuw-West,52.37241593355806,4.900627489953397,Il Sogno - The Italian Conceptstore,52.372522362675646,4.901746633406943,Deli / Bodega
Oost,52.36013000000003,4.925320000000056,Equal Hot Yoga,52.35890876987863,4.925752848574075,Spiritual Center
Oost,52.36013000000003,4.925320000000056,Cafe Kuijper,52.3598752249956,4.925489524664014,Bar
Oost,52.36013000000003,4.925320000000056,Hampshire Hotel - The Manor Amsterdam,52.359230719791896,4.926070419407511,Hotel
Oost,52.36013000000003,4.925320000000056,Roopram Roti,52.36205212067869,4.924597021080056,Caribbean Restaurant
Oost,52.36013000000003,4.925320000000056,Warung Srarang Makmur,52.3601362176373,4.925879941644571,Indonesian Restaurant
Oost,52.36013000000003,4.925320000000056,Nefis Houtoven,52.36241229997561,4.9261739071640775,Turkish Restaurant
Oost,52.36013000000003,4.925320000000056,De Biertuin,52.362240632359246,4.92408864548921,Beer Garden
Oost,52.36013000000003,4.925320000000056,Stooker Roasting Co.,52.35888671875,4.923469066619873,Coffee Shop
Oost,52.36013000000003,4.925320000000056,Tapperij De Eeuwige Jeugd,52.36143401703757,4.924762934438149,Beer Bar
Oost,52.36013000000003,4.925320000000056,All the Luck in the World | Oost,52.359331654706054,4.925663928991463,Gift Shop
Oost,52.36013000000003,4.925320000000056,Oosterpark,52.36019143788499,4.920544624328613,Park
Oost,52.36013000000003,4.925320000000056,Baking Lab,52.358407,4.926142,Bakery
Oost,52.36013000000003,4.925320000000056,Lalla Rookh,52.3607685110726,4.928879878400432,North Indian Restaurant
Oost,52.36013000000003,4.925320000000056,Freddy Fryday,52.35851345666228,4.92614008071274,Friterie
Oost,52.36013000000003,4.925320000000056,KNUS,52.36038707964888,4.925126491987584,Café
Oost,52.36013000000003,4.925320000000056,Louie Louie,52.36306485317546,4.923643009833615,Café
Oost,52.36013000000003,4.925320000000056,Dapperstraat,52.361411502799136,4.929035943566201,Market
Oost,52.36013000000003,4.925320000000056,Marqt,52.356835021876066,4.927097260951996,Organic Grocery
Oost,52.36013000000003,4.925320000000056,The Cottage,52.35634825222423,4.927312165034022,Comfort Food Restaurant
Oost,52.36013000000003,4.925320000000056,Generator Amsterdam,52.3608023032566,4.918966453023424,Hostel
West,52.37280000000004,4.889760000000024,De Bierkoning,52.372404361652826,4.889795393950229,Beer Store
West,52.37280000000004,4.889760000000024,Hummingbird Amsterdam,52.371641,4.88955,Coffee Shop
West,52.37280000000004,4.889760000000024,The Hoxton,52.3718626,4.8874866,Hotel
West,52.37280000000004,4.889760000000024,Dam,52.37300539279099,4.892928600311278,Plaza
West,52.37280000000004,4.889760000000024,Proeflokaal De Drie Fleschjes,52.374202693253054,4.89223921638973,Bar
West,52.37280000000004,4.889760000000024,W Amsterdam,52.37278705389788,4.890005886500148,Hotel
West,52.37280000000004,4.889760000000024,BeerTemple,52.371999118512846,4.890545158673645,Beer Bar
West,52.37280000000004,4.889760000000024,Scheltema,52.37220458591638,4.893175115256038,Bookstore
West,52.37280000000004,4.889760000000024,De Posthumus Winkel,52.37071287175989,4.890748827042201,Arts & Crafts Store
West,52.37280000000004,4.889760000000024,Prik,52.37476094540638,4.890721762052622,Gay Bar
West,52.37280000000004,4.889760000000024,Soho House Amsterdam,52.37206542660903,4.889217007892203,Hotel
West,52.37280000000004,4.889760000000024,Hotel Estherea,52.37057073895768,4.888291572210741,Hotel
West,52.37280000000004,4.889760000000024,UNIQLO,52.37211393071806,4.892720310530614,Clothing Store
West,52.37280000000004,4.889760000000024,The Magic Mushroom Gallery,52.37066800361963,4.889162315547318,Smoke Shop
West,52.37280000000004,4.889760000000024,FuLu Mandarijn Amsterdam,52.37168384206423,4.8927204733305265,Chinese Restaurant
West,52.37280000000004,4.889760000000024,Kaagman & Kortekaas,52.37487809219845,4.892455494640974,French Restaurant
West,52.37280000000004,4.889760000000024,Café Belgique,52.374271075403435,4.893235736130103,Bar
West,52.37280000000004,4.889760000000024,Koninklijk Paleis Amsterdam,52.37315932108544,4.891614317893982,Palace
West,52.37280000000004,4.889760000000024,Caldi E Freddi,52.37491634338784,4.890857878573183,Deli / Bodega
West,52.37280000000004,4.889760000000024,Broodje Bert,52.370192499227095,4.8882252878383055,Sandwich Place
Zuid,52.37638000000004,4.937500000000057,Anne&Max,52.374618631319464,4.9350329207029455,Coffee Shop
Zuid,52.37638000000004,4.937500000000057,Sissy-Boy Homeland,52.37719287135079,4.9379564331063115,Furniture / Home Store
Zuid,52.37638000000004,4.937500000000057,Bakkerij Neeltje,52.376815184520716,4.937432281954083,Bakery
Zuid,52.37638000000004,4.937500000000057,Barmhartig,52.374049,4.938758,Coffee Shop
Zuid,52.37638000000004,4.937500000000057,Lloyd Hotel,52.37415838899395,4.934700547251656,Hotel
Zuid,52.37638000000004,4.937500000000057,Vishandel Peter Tol,52.37419131182219,4.937069161346037,Fish Market
Zuid,52.37638000000004,4.937500000000057,Thull’s Deli,52.37284,4.938553,Deli / Bodega
Zuid,52.37638000000004,4.937500000000057,Marqt,52.37358,4.938185,Organic Grocery
Zuid,52.37638000000004,4.937500000000057,Kanis & Meiland,52.37632319694911,4.94067004722105,Café
Zuid,52.37638000000004,4.937500000000057,Groenteboer Borneo,52.37319274423853,4.93850488297236,Grocery Store
Zuid,52.37638000000004,4.937500000000057,Café De Zuid,52.3764652664262,4.93774822007186,Bar
Zuid,52.37638000000004,4.937500000000057,Kompaszaal,52.37729740792847,4.940041118915414,Restaurant
Zuid,52.37638000000004,4.937500000000057,De Nieuwe KHL,52.37407989061989,4.936365533287714,Gastropub
Zuid,52.37638000000004,4.937500000000057,Kwalitaria Brazilie Shopping Center,52.3740263284818,4.9382653769294045,BBQ Joint
Zuid,52.37638000000004,4.937500000000057,Puerto Pata Negra,52.37453868381266,4.934702517035741,Spanish Restaurant
Zuid,52.37638000000004,4.937500000000057,Lloyd Café - Restaurant,52.374212,4.93479,Café
Zuid,52.37638000000004,4.937500000000057,Albert Heijn,52.3739260990841,4.938626148055316,Supermarket
Zuid,52.37638000000004,4.937500000000057,Kruidvat,52.3741355551844,4.936628471657518,Drugstore
Zuid,52.37638000000004,4.937500000000057,Winkelcentrum Brazilie,52.37419714662341,4.936985328316896,Shopping Mall
Zuid,52.37638000000004,4.937500000000057,Bruna,52.373809879845986,4.938396365930955,Bookstore
Zuidoost,52.31619000000006,4.951370000000054,Pasta di Mamma,52.314779235934964,4.955087427591258,Italian Restaurant
Zuidoost,52.31619000000006,4.951370000000054,Coffee Fellows,52.31484451412657,4.953943389660023,Café
Zuidoost,52.31619000000006,4.951370000000054,Slagerij-Eetsalon Meester,52.31336162869062,4.950450432887242,Butcher
Zuidoost,52.31619000000006,4.951370000000054,Anton de Komplein,52.31664014396205,4.955748190164162,Plaza
Zuidoost,52.31619000000006,4.951370000000054,Kam Yin,52.31553515254512,4.955318393670427,Chinese Restaurant
Zuidoost,52.31619000000006,4.951370000000054,Lebkov & Sons Amsterdam,52.31257296347323,4.949077408529861,Sandwich Place
Zuidoost,52.31619000000006,4.951370000000054,TK Maxx,52.314542277074224,4.952852449125276,Clothing Store
Zuidoost,52.31619000000006,4.951370000000054,Deli Company,52.31327710814807,4.9502508421439515,Deli / Bodega
Zuidoost,52.31619000000006,4.951370000000054,Simit Sarayı,52.31295181010333,4.94948395551832,Bakery
Zuidoost,52.31619000000006,4.951370000000054,Easy fresh falafel,52.31302134343154,4.949541643112045,Falafel Restaurant
Zuidoost,52.31619000000006,4.951370000000054,Ernos,52.314399045950125,4.952723610094888,Italian Restaurant
Zuidoost,52.31619000000006,4.951370000000054,Hostelle,52.315584587020744,4.950693545618274,Hostel
Zuidoost,52.31619000000006,4.951370000000054,Toko de Poort,52.312994464948254,4.949562148781416,Restaurant
Zuidoost,52.31619000000006,4.951370000000054,Asian Fantasy,52.31463343789283,4.954662530359116,Chinese Restaurant
Zuidoost,52.31619000000006,4.951370000000054,HEMA,52.31407030889569,4.953856667148493,Department Store
Zuidoost,52.31619000000006,4.951370000000054,Hampton by Hilton,52.31284133902726,4.948384544492239,Hotel
Zuidoost,52.31619000000006,4.951370000000054,Cinnabon,52.31306651034337,4.9496936766183985,Bakery
Zuidoost,52.31619000000006,4.951370000000054,WENBO,52.31471301896423,4.954439510249184,South American Restaurant
Zuidoost,52.31619000000006,4.951370000000054,Bijlmer Sportcentrum,52.31544411461583,4.957427603700746,Gym
Zuidoost,52.31619000000006,4.951370000000054,Urban Salad,52.312949906011355,4.949479043786279,Salad Place
